Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,10.000000 ,50.000000 ,200.000000 ,560.000000 ,1400.000000 ,3500.000000 ,7500.000000 ,16000.000000 ,36000.000000  
11/04/2014 06:00,735700.250000,1.500000,1,1,1,0.285149,0.286104,0.290896,0.303282,0.321330,0.396766,0.496510,0.517651,0.524961 
11/04/2014 07:00,735700.291667,1.541667,1,1,1,0.285243,0.286154,0.290879,0.303257,0.321329,0.396721,0.495981,0.517364,0.524819 
11/04/2014 08:00,735700.333333,1.583333,1,1,1,0.285269,0.286167,0.290831,0.303231,0.321328,0.396675,0.495462,0.517081,0.524678 
11/04/2014 09:00,735700.375000,1.625000,1,1,1,0.285086,0.286015,0.290643,0.303206,0.321327,0.396630,0.494951,0.516801,0.524538 
11/04/2014 10:00,735700.416667,1.666667,1,1,1,0.284723,0.285708,0.290329,0.303178,0.321326,0.396585,0.494449,0.516524,0.524398 
11/04/2014 11:00,735700.458333,1.708333,1,1,1,0.284431,0.285511,0.290137,0.303151,0.321325,0.396540,0.493956,0.516249,0.524260 
11/04/2014 12:00,735700.500000,1.750000,1,1,1,0.283931,0.285121,0.289792,0.303122,0.321324,0.396495,0.493470,0.515977,0.524122 
11/04/2014 13:00,735700.541667,1.791667,1,1,1,0.282991,0.284389,0.289177,0.303090,0.321322,0.396449,0.492992,0.515708,0.523985 
11/04/2014 14:00,735700.583333,1.833333,1,1,1,0.282135,0.283749,0.288686,0.303056,0.321321,0.396404,0.492522,0.515442,0.523848 
11/04/2014 15:00,735700.625000,1.875000,1,1,1,0.281523,0.283174,0.288256,0.303020,0.321320,0.396359,0.492059,0.515178,0.523712 
11/04/2014 16:00,735700.666667,1.916667,1,1,1,0.280867,0.282618,0.287856,0.302983,0.321318,0.396314,0.491602,0.514916,0.523577 
11/04/2014 17:00,735700.708333,1.958333,1,1,1,0.280308,0.282103,0.287492,0.302945,0.321317,0.396268,0.491153,0.514657,0.523443 
11/04/2014 18:00,735700.750000,2.000000,1,1,1,0.280401,0.281984,0.287439,0.302906,0.321315,0.396223,0.490710,0.514400,0.523309 
11/04/2014 19:00,735700.791667,2.041667,1,1,1,0.280550,0.281988,0.287464,0.302868,0.321314,0.396178,0.490273,0.514146,0.523176 
11/04/2014 20:00,735700.833333,2.083333,1,1,1,0.280727,0.282029,0.287495,0.302830,0.321312,0.396133,0.489843,0.513894,0.523044 
11/04/2014 21:00,735700.875000,2.125000,1,1,1,0.280918,0.282096,0.287526,0.302793,0.321310,0.396088,0.489418,0.513644,0.522913 
11/04/2014 22:00,735700.916667,2.166667,1,1,1,0.281070,0.282175,0.287557,0.302756,0.321309,0.396043,0.488999,0.513396,0.522782 
11/04/2014 23:00,735700.958333,2.208333,1,1,1,0.281241,0.282267,0.287588,0.302719,0.321307,0.395997,0.488586,0.513150,0.522651 
12/04/2014 00:00,735701.000000,2.250000,1,1,1,0.281420,0.282371,0.287620,0.302683,0.321305,0.395952,0.488178,0.512907,0.522521 
12/04/2014 01:00,735701.041667,2.291667,1,1,1,0.281575,0.282479,0.287652,0.302648,0.321303,0.395907,0.487776,0.512665,0.522392 
12/04/2014 02:00,735701.083333,2.333333,1,1,1,0.281691,0.282586,0.287685,0.302613,0.321301,0.395862,0.487378,0.512425,0.522264 
12/04/2014 03:00,735701.125000,2.375000,1,1,1,0.281815,0.282691,0.287718,0.302578,0.321300,0.395817,0.486986,0.512188,0.522136 
12/04/2014 04:00,735701.166667,2.416667,1,1,1,0.281931,0.282795,0.287752,0.302543,0.321298,0.395772,0.486598,0.511952,0.522009 
12/04/2014 05:00,735701.208333,2.458333,1,1,1,0.282035,0.282896,0.287786,0.302510,0.321295,0.395727,0.486215,0.511718,0.521882 
12/04/2014 06:00,735701.250000,2.500000,1,1,1,0.282166,0.282998,0.287820,0.302476,0.321293,0.395682,0.485837,0.511486,0.521756 
12/04/2014 07:00,735701.291667,2.541667,1,1,1,0.282234,0.283067,0.287829,0.302443,0.321291,0.395636,0.485463,0.511256,0.521630 
12/04/2014 08:00,735701.333333,2.583333,1,1,1,0.282044,0.283022,0.287762,0.302409,0.321289,0.395591,0.485094,0.511027,0.521506 
12/04/2014 09:00,735701.375000,2.625000,1,1,1,0.281750,0.282876,0.287628,0.302376,0.321287,0.395546,0.484729,0.510800,0.521381 
12/04/2014 10:00,735701.416667,2.666667,1,1,1,0.281307,0.282618,0.287425,0.302341,0.321285,0.395501,0.484368,0.510575,0.521257 
12/04/2014 11:00,735701.458333,2.708333,1,1,1,0.280409,0.282016,0.286959,0.302305,0.321282,0.395456,0.484011,0.510352,0.521134 
12/04/2014 12:00,735701.500000,2.750000,1,1,1,0.279331,0.281246,0.286392,0.302266,0.321280,0.395411,0.483659,0.510130,0.521011 
12/04/2014 13:00,735701.541667,2.791667,1,1,1,0.277898,0.280179,0.285616,0.302224,0.321278,0.395366,0.483310,0.509910,0.520889 
12/04/2014 14:00,735701.583333,2.833333,1,1,1,0.276282,0.278900,0.284702,0.302178,0.321275,0.395322,0.482965,0.509691,0.520767 
12/04/2014 15:00,735701.625000,2.875000,1,1,1,0.275308,0.277923,0.284046,0.302129,0.321273,0.395277,0.482623,0.509474,0.520646 
12/04/2014 16:00,735701.666667,2.916667,1,1,1,0.274236,0.276906,0.283345,0.302077,0.321270,0.395232,0.482285,0.509259,0.520526 
12/04/2014 17:00,735701.708333,2.958333,1,1,1,0.273469,0.276090,0.282801,0.302023,0.321267,0.395187,0.481951,0.509045,0.520406 
