Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,10.000000 ,50.000000 ,200.000000 ,560.000000 ,1400.000000 ,3500.000000 ,7500.000000 ,16000.000000 ,36000.000000  
16/02/2015 19:00,736011.791667,313.041667,1,1,1,0.009919,0.051173,0.178066,0.004710,0.000000,0.000000,0.000000,0.000000,0.000000 
16/02/2015 20:00,736011.833333,313.083333,1,1,1,0.025752,0.051578,0.177952,0.004678,0.000000,0.000000,0.000000,0.000000,0.000000 
16/02/2015 21:00,736011.875000,313.125000,1,1,1,0.043939,0.051997,0.177839,0.004647,0.000000,0.000000,0.000000,0.000000,0.000000 
16/02/2015 22:00,736011.916667,313.166667,1,1,1,0.064167,0.052434,0.177728,0.004616,0.000000,0.000000,0.000000,0.000000,0.000000 
16/02/2015 23:00,736011.958333,313.208333,1,1,1,0.085813,0.052895,0.177617,0.004584,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 00:00,736012.000000,313.250000,1,1,1,0.107749,0.053384,0.177508,0.004553,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 01:00,736012.041667,313.291667,1,1,1,0.130868,0.053914,0.177401,0.004521,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 02:00,736012.083333,313.333333,1,1,1,0.154214,0.054531,0.177294,0.004489,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 03:00,736012.125000,313.375000,1,1,1,0.177629,0.055339,0.177189,0.004458,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 04:00,736012.166667,313.416667,1,1,1,0.199748,0.056486,0.177084,0.004426,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 05:00,736012.208333,313.458333,1,1,1,0.219292,0.058212,0.176980,0.004394,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 06:00,736012.250000,313.500000,1,1,1,0.235367,0.060851,0.176876,0.004362,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 07:00,736012.291667,313.541667,1,1,1,0.246943,0.064678,0.176774,0.004329,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 08:00,736012.333333,313.583333,1,1,1,0.251899,0.069258,0.176672,0.004297,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 09:00,736012.375000,313.625000,1,1,1,0.240921,0.072364,0.176571,0.004265,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 10:00,736012.416667,313.666667,1,1,1,0.200150,0.073459,0.176470,0.004232,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 11:00,736012.458333,313.708333,1,1,1,0.120167,0.073823,0.176365,0.004200,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 12:00,736012.500000,313.750000,1,1,1,0.009339,0.074029,0.176253,0.004168,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 13:00,736012.541667,313.791667,1,1,1,0.000000,0.056626,0.176132,0.004135,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 14:00,736012.583333,313.833333,1,1,1,0.000000,0.034109,0.176007,0.004103,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 15:00,736012.625000,313.875000,1,1,1,0.000000,0.013912,0.175884,0.004071,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 16:00,736012.666667,313.916667,1,1,1,0.000000,0.000000,0.175765,0.004039,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 17:00,736012.708333,313.958333,1,1,1,0.000000,0.000000,0.175514,0.004007,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 18:00,736012.750000,314.000000,1,1,1,0.000000,0.000000,0.175320,0.003975,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 19:00,736012.791667,314.041667,1,1,1,0.018540,0.000000,0.175173,0.003943,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 20:00,736012.833333,314.083333,1,1,1,0.043011,0.000000,0.175055,0.003911,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 21:00,736012.875000,314.125000,1,1,1,0.071077,0.000000,0.174955,0.003878,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 22:00,736012.916667,314.166667,1,1,1,0.098757,0.000184,0.174862,0.003846,0.000000,0.000000,0.000000,0.000000,0.000000 
17/02/2015 23:00,736012.958333,314.208333,1,1,1,0.128401,0.000554,0.174769,0.003813,0.000000,0.000000,0.000000,0.000000,0.000000 
18/02/2015 00:00,736013.000000,314.250000,1,1,1,0.159347,0.001005,0.174678,0.003780,0.000000,0.000000,0.000000,0.000000,0.000000 
18/02/2015 01:00,736013.041667,314.291667,1,1,1,0.189479,0.001613,0.174587,0.003748,0.000000,0.000000,0.000000,0.000000,0.000000 
18/02/2015 02:00,736013.083333,314.333333,1,1,1,0.219030,0.002536,0.174497,0.003715,0.000000,0.000000,0.000000,0.000000,0.000000 
18/02/2015 03:00,736013.125000,314.375000,1,1,1,0.243939,0.004028,0.174407,0.003682,0.000000,0.000000,0.000000,0.000000,0.000000 
18/02/2015 04:00,736013.166667,314.416667,1,1,1,0.264409,0.006534,0.174318,0.003649,0.000000,0.000000,0.000000,0.000000,0.000000 
18/02/2015 05:00,736013.208333,314.458333,1,1,1,0.279488,0.010599,0.174229,0.003616,0.000000,0.000000,0.000000,0.000000,0.000000 
18/02/2015 06:00,736013.250000,314.500000,1,1,1,0.289332,0.016559,0.174141,0.003583,0.000000,0.000000,0.000000,0.000000,0.000000 
18/02/2015 07:00,736013.291667,314.541667,1,1,1,0.294398,0.024025,0.174053,0.003550,0.000000,0.000000,0.000000,0.000000,0.000000 
18/02/2015 08:00,736013.333333,314.583333,1,1,1,0.294626,0.031589,0.173966,0.003516,0.000000,0.000000,0.000000,0.000000,0.000000 
18/02/2015 09:00,736013.375000,314.625000,1,1,1,0.283863,0.036383,0.173879,0.003483,0.000000,0.000000,0.000000,0.000000,0.000000 
18/02/2015 10:00,736013.416667,314.666667,1,1,1,0.244884,0.037855,0.173793,0.003450,0.000000,0.000000,0.000000,0.000000,0.000000 
18/02/2015 11:00,736013.458333,314.708333,1,1,1,0.166875,0.038250,0.173702,0.003416,0.000000,0.000000,0.000000,0.000000,0.000000 
18/02/2015 12:00,736013.500000,314.750000,1,1,1,0.060256,0.038429,0.173604,0.003383,0.000000,0.000000,0.000000,0.000000,0.000000 
18/02/2015 13:00,736013.541667,314.791667,1,1,1,0.000000,0.028984,0.173500,0.003350,0.000000,0.000000,0.000000,0.000000,0.000000 
